# MALHEUR (0.4.6) - Automatic Analysis of Malware Behavior
# Copyright (c) 2009 Konrad Rieck (rieck@cs.tu-berlin.de)
# Berlin Institute of Technology (TU Berlin).
# ---
# Incremental analysis for 20090803_mist.tar.gz
# ---
# <report> <cluster> <prototype> <distance>
20090803/9e135b9116d19e6b9e921de8d3abb2d00cc62e72.Texel C003-1192 20090803/0d09ef1f1b1463a24d90b72ff321c3131bc70b3e.Texel 0.000260307
20090803/9e1540dc076680e0ffc624f0fe691741f83fe7e8.Texel C003-1110 20090803/05acc34b6e879a2c0667076bbfa4c7df3c7724b9.Texel 0.000202135
20090803/9e2995da6bab507ae0b320b9050e6a861851b4d0.Texel C003-1356 20090803/5464b32bd3f860c06cada97995fc4aee7993fd3e.Texel 0.560043
20090803/9e2ee68a832c5a84bd73b213f510ce9fa42cbfc2.Texel C003-1407 20090803/498ec3b1ca6616c3cc01f0718308f74215d74995.Patched 0.000271531
20090803/9e67b836841caa2802b93a1af7409c9f690dbcab.Texel C003-1340 20090803/c0346d7d6672a6d0479d792bb423a33bac7fdd68.Texel 0.430159
20090803/9e6a499c017791b91658b73154193eddab453b35.Texel C003-0841 20090803/05c25303fac15bd31d196abdf22d936714f41fa2.Texel 0.567192
20090803/9e79531c8aee2cc6d09858a0ea110138a61ae906.Joiner rejected 20090803/9e79531c8aee2cc6d09858a0ea110138a61ae906.Joiner 0.000409622
20090803/9ea71e0cda03c7d9f48ff873ff6311e0dbcaf097.NothingFound C003-1461 20090803/c593f55e0f2aae0b5d9091275a30975957efd00c.NothingFound 0.392458
20090803/9ec1dd977a9d7337dd6cfc3924ec39cc59d0c00d.Texel rejected 20090803/eb4389b855f8714a13dc076f09a0c66d8f028829.Texel 0.111284
20090803/9ee43e993be5797a5afc89c7a70e916c298a94c6.Patched rejected 20090803/40c27db84822c3bdb49c225f483ceecdc1501323.Patched 0.0661308
20090803/9efc8c74e9451f92af3dbc96cfec0b5b29cbd11e.Texel rejected 20090803/195792a26734f289f24bfbd477b0c165fa870c6d.Texel 0.282843
20090803/9f1aff1c62b76ec1ed8a8780732655ea9880a0c9.Texel C003-1285 20090803/4aed0816f7155b5a9b7c6bbf921eb4876f93961c.Texel 0.000260307
20090803/9f1dfd5dd2788aeb20b2336d3109790d1cde2bde.Texel rejected 20090803/3ade2af7f6d00faa6fbd0521330726ead0a488bc.Texel 0
20090803/9f375d239fbb39999e09773abf99a792c312fe54.Texel C003-1426 20090803/4639d4385b752e3a3db0d17833bf432e7388f062.Texel 0.483366
20090803/9f50b5570c67dba1146fd14ebfa57ffdc21a5cfd.Texel C003-1190 20090803/026340e18aafbfccd4a4678c5374544b090ca0eb.Texel 0
20090803/9f5f8bd57200444baab0e206d4e4b9eddf50a537.Texel C003-1315 20090803/0620cf425076bf61a965fd7aaf257475cc718379.Texel 0.436436
20090803/9f69bbaa73256d7d93a7d45f763fd0695ea9d649.Texel C003-1205 20090803/ede3e7738ddf372cf26aa6f62cc45eb767e71e76.Texel 0.493147
20090803/9f6c8a5d63917ab45fa542b731a2b4270a247d3b.Texel rejected 20090803/a65a782c76e2b1089dc8c4cdd23c5a070fb7b94e.Texel 0.227568
20090803/9f8affed5fbbe868df4792cf1f2a6b43d694181f.Texel rejected 20090803/a84f99dd01464e0f177737cc2737565d351e15f3.Texel 0.183683
20090803/9f8b2dc7476b8542e1f25a0036fcd9de363fa2e0.Texel C003-1334 20090803/d0668c6bbbe089f8ecf019515295172a1d62dc33.Texel 0.423668
20090803/9fb15624924f0ce44198dfa185d98d6e777ad3a6.Lipler C003-0380 20090803/9fb15624924f0ce44198dfa185d98d6e777ad3a6.Lipler 0
20090803/9fb516aaa16474ab7ca9122d5f31a966fd7bf4f2.Texel C003-1254 20090803/1b437f669e37a53678290909078a166d60210d59.Texel 0
20090803/9fd208c3beb2ffc46b7b7c94e367607b4f85ab48.Texel C003-1044 20090803/53d2fc8cb1cbbe7452874531e1e84263fac5a7bb.Texel 0.00021885
20090803/9fde3b0ffe6800f5c6c84290910518bf14274f35.Patched C003-1511 20090803/896fdc890ecb7fa45c107a41eb45fd0cc39dce97.Texel 0.304647
20090803/9fed43e15389e0e41eab83a26e8b83abf2edde5d.Texel rejected 20090803/9b5bb3ff2b7540aa377a02f43d131492c33c133d.Texel 0.353502
20090803/9ffd81810df58cc84f4d968d55fbbd524d344a6a.Texel C003-1309 20090803/0a7b25cd48796609275eae4d5334623b54afe06c.Texel 0.562731
20090803/a070f72c010c048e019c02540470a1aa293f228f.Delf rejected 20090803/a070f72c010c048e019c02540470a1aa293f228f.Delf 0
20090803/a083189d19a2c01d8ebf29e3a57d5d629df737c6.Texel rejected 20090803/213b0f5212a1de97c393359b473b771f136c4612.Texel 0.327746
20090803/a0b64c39e844b7101f839127f8183ffb0c87b68e.OnLineGames C003-1494 20090803/5d3210e5610ecf6f76342a7dbf4fd4c135a2d56c.Hupigon 0.430762
20090803/a0c827c59b40e9d4daad7ae8ba033a8bde8ced8d.Luder rejected 20090803/a0c827c59b40e9d4daad7ae8ba033a8bde8ced8d.Luder 0.000360642
20090803/a0c8c52021a99b3ca2a9dcd3ec5b8477383f1dd6.NothingFound rejected 20090803/a0c8c52021a99b3ca2a9dcd3ec5b8477383f1dd6.NothingFound 5.60648e-05
20090803/a0de1b42570cbb350c8ff1116a2e032a6f5288a6.Texel rejected 20090803/1e54b7817076cd0a232eb5deee388fd1914c8935.Texel 0
20090803/a0e499668f422fd213f2c6cfbc2af63cc8c00a19.Patched rejected 20090803/393666a0462fee51eafdc9f1e65c02e380017131.Texel 0.4
20090803/a101e7c8467cd138acbb85a01a0bdc6389ef1126.Texel rejected 20090803/a101e7c8467cd138acbb85a01a0bdc6389ef1126.Texel 0
20090803/a109a2c8b48645783ce367a49101df2d11914200.VB C003-1246 20090803/056c40aaca7ee017b7f584b21c277979818e45f1.VB 0.104622
20090803/a1146d61f69bbac002b35357eb4562e30ead98a5.Texel C003-1437 20090802/a1d37dfc9ac69243ec3af40afc69d54418f373cf.Parite 0.500024
20090803/a11d2f46086982ea44a8dcef8eda59ff7fc03a39.Koobface rejected 20090803/a11d2f46086982ea44a8dcef8eda59ff7fc03a39.Koobface 0
20090803/a1218b929960b58f7246fb1a7bb183aa9dd1998f.VB C003-1246 20090803/056c40aaca7ee017b7f584b21c277979818e45f1.VB 0.31631
20090803/a128b490ac0a3040cab7df4431d3bd2ec1dd3852.Texel C003-0637 20090803/27e4cf09174b6ae42aea63f43802253f7c878007.Texel 0.312347
20090803/a1358acaa2ce4c840e3683e3ea09285aaf18268d.Patched C003-1192 20090803/0d3e019e42f7bb68acbe331130a020e1e61ef6ed.Texel 0
20090803/a1440bd3e9c6509a9777298da92a2b0c7f487a96.Texel C003-0953 20090803/2cfe90141ddfd12d52df568ff6f213f9b70d94cf.Texel 0.426401
20090803/a16ac6b30d39ff764d3a6aedf7ce81548c413424.Texel C003-1192 20090803/3c1ed6e616e8dde27bf16241fd52bb13580ec2e3.Texel 0.471405
20090803/a1a3b522927e8dbb56c78d16851c4ec16c187c2f.Patched C003-1192 20090803/20500a401372f597f2d51081cb0a1f5b7833c68c.Texel 0.353553
20090803/a1ef175644dff555bd4244dc1d98c35319243214.Texel C003-1045 20090803/4195126cfa9ac5566c51127cf51b11c6759f935e.NothingFound 0
20090803/a201dcab51b58e06f38471d157f9ef6ac5029a0b.Mixor C003-1187 20090803/a201dcab51b58e06f38471d157f9ef6ac5029a0b.Mixor 0.00032561
20090803/a222c8eac480d603a5c556b35f1ded4c3b8d6ac2.Patched C003-1045 20090803/0ac8b55e0f8e198f0b9f7a0a86ce5f142da4382c.Texel 0.478548
20090803/a223538edf6b10dce299be5d21569aed490077f4.Lipler rejected 20090803/a223538edf6b10dce299be5d21569aed490077f4.Lipler 0
20090803/a225e75ba038e39988c9d9df30808f5ff7d633ff.Texel rejected 20090803/a225e75ba038e39988c9d9df30808f5ff7d633ff.Texel 0
20090803/a286db6540ff924351f177ec5dfb60e80e74b97b.Texel C003-0762 20090803/3d37c1e9c8e5305434836ec493efa30e89e9b8e8.Texel 0.302429
20090803/a2c01cc13b5700c90e48d1a92295050cb3007630.AutoRun C003-0728 20090803/cd36aef0a6d80abb79f53b757e947771782417c3.AutoRun 0.213311
20090803/a2f766eb6497685aaaf9a4f457b01acc4a7aad89.Texel rejected 20090803/8e7b037825bc147d823199eba9b7045a9bcc6b04.Texel 0.26668
20090803/a31d2bdabef5ef89a93bcdd87e112c2376be0b57.Texel C003-1511 20090803/896fdc890ecb7fa45c107a41eb45fd0cc39dce97.Texel 0.396905
20090803/a331baa38ebe3cac61b01bec31a3930fccba089c.Patched C003-1242 20090803/56c0dfe9a6a4a9310abd60dbf4dd5134afa4ca31.Texel 0.426193
20090803/a3734c96ea978a83b7edd4b711984a9821e27a41.Texel C003-1356 20090803/5464b32bd3f860c06cada97995fc4aee7993fd3e.Texel 0.534068
20090803/a3784d16957242365d94e7bfe66c2946af10d508.Texel C003-1074 20090803/14287edbaac714c545edd8022ac2ed11bc2ba716.Texel 0
20090803/a3d618305034bad522b6c1f6dd1573697bbe67b8.Texel C003-1291 20090803/13e589e38478e5701ee940bcdb113e99f7672297.Texel 0.482243
20090803/a3db64a6696b9d06ddaedc0ad14be1360d2f2fdb.Agent rejected 20090803/a3db64a6696b9d06ddaedc0ad14be1360d2f2fdb.Agent 0.000121583
20090803/a3e609b179de9b311c207b3ac1a385c609c45e9e.NothingFound C003-1461 20090803/c593f55e0f2aae0b5d9091275a30975957efd00c.NothingFound 0.385181
20090803/a41209943927543c4bace0314f61a8a17ca3a0c0.TDSS C003-0629 20090802/d6ac75c16854fc3e4adf1c788c0b25c01e5ecc84.TDSS 0.552983
20090803/a43396e21d0391cc6dfa6b462c8ee1bfc9dfe23b.Texel C003-0572 20090803/0ed429bf1abe9a5d75905d16f2fce234c72db954.Texel 0.00021885
20090803/a4348b09b9c5df605912d6431af5e6c3ab10669d.Texel C003-0953 20090803/2cfe90141ddfd12d52df568ff6f213f9b70d94cf.Texel 0.426401
20090803/a43beee42a453d11f663bbb0f375c6f603d98435.Texel C003-1291 20090803/13e589e38478e5701ee940bcdb113e99f7672297.Texel 0.482243
20090803/a48d8cb287552ae52028b655c30dd32b0032da2b.Texel C003-1183 20090803/2d0902a058eb573e87f534023d7a0ac2d8065f98.Patched 0
20090803/a49032e0c9d42eeccdb1f3ac623d225567a48780.Texel C003-1442 20090803/506907e0654389b0a10d4e8cab295d671550e1f7.Texel 0.516398
20090803/a4a455b826b9a0f1359c6f45f9d341302f17ae81.AutoRun C003-0728 20090803/cd36aef0a6d80abb79f53b757e947771782417c3.AutoRun 0.213311
20090803/a4ab230b12c7305a056e9fa271a263e6bfcfeb81.Texel C003-0111 20090803/51b425849e0e9ee045b498512d3f52f925815aaa.Texel 0
20090803/a4d75d1ba388e9d9714170661b50b5d4f6a95283.Lipler C003-0380 20090803/a4d75d1ba388e9d9714170661b50b5d4f6a95283.Lipler 0
20090803/a4d7e8bb2f9a2e3cbdddbfd594639a58a782e7d9.Banker rejected 20090803/a4d7e8bb2f9a2e3cbdddbfd594639a58a782e7d9.Banker 0.00011297
20090803/a500370c542631a1e4669475b43a81941ae5c89d.Bifrose rejected 20090802/a935574290c869501eaa320f801723d337070039.IRCBot 0.365221
20090803/a510aa8a83b0fe38bffe7da4947a37c29a20697b.Texel rejected 20090803/204e84699a48099d72f42b7c72d2c76c0772fb01.Texel 0.471405
20090803/a525aa26d375619708b3dcbc12424dc9ac516698.Luder rejected 20090803/1acb2a4186e2302470059610e5c30bfc03f99093.Luder 0.377965
20090803/a52902eec6f9b28b2e14ca152d00c0452a94dd69.VB C003-1246 20090803/056c40aaca7ee017b7f584b21c277979818e45f1.VB 0.10859
20090803/a5416cfa0737c755d1129e41505348667ab4d454.Texel C003-1609 20090803/0203319a926f5fc8d73bcf83a5566c04286d5076.Texel 0.000202135
20090803/a551b12b528ab1855de457216d3845ff44ceba5d.Texel C003-1008 20090803/403f418170dc2069b4db4a36728ef795be77fee3.Texel 0.408248
20090803/a5a5725dc56289112044095a9650f158bc1523dc.Texel C003-1423 20090803/5b62d7f68355658afb1681961c87048d601211b5.Patched 0.2965
20090803/a5dbfb825979db9d74157067c350f97ebba88226.Texel C003-1403 20090803/f6be925c0d3ccd97d398a3a487dc1097fea94cdc.Texel 0.382546
20090803/a5dd9dec7bbb605cde41d85a42cd5c5d66cfb520.Texel C003-1058 20090803/be31eace2e8d866bceb1f5eb72f857e1a96f97bb.Texel 0.579382
20090803/a60bd7e587bc18d8ca8f4671e78aba8dd74fbb7d.Texel rejected 20090803/0f876898025c4b07002d040d94fc79dab34d41ae.Patched 0.251976
20090803/a62884969bd633b654c3e1dd32959ce1e4d33e94.Texel C003-1276 20090803/603c3591ec90cea4d9ae6a9a0f52896e3c646df5.Patched 0.000260307
20090803/a65a782c76e2b1089dc8c4cdd23c5a070fb7b94e.Texel rejected 20090803/a65a782c76e2b1089dc8c4cdd23c5a070fb7b94e.Texel 0.000170217
20090803/a667c8e7b7b0e58ef7f6a832e0748ca7829e15e5.TDSS C003-0629 20090803/fb17bf3903c2f5dd5b9a73c92fa09e9e4d0a5ef1.TDSS 0.584372
20090803/a6875c80825417eecfb3cd98b57a279f9f789c93.Betty rejected 20090803/a6875c80825417eecfb3cd98b57a279f9f789c93.Betty 0
20090803/a6983c9f2b15a3c07976df12d2ee81b23bf10e43.Texel C003-0841 20090803/3196b25338e76baf7d97e59ac548892f71b54c59.Texel 0.458832
20090803/a6c73cd161a60e9ee053fe4ca5062abb834e0855.Texel rejected 20090803/837da9de4d9de6b09e8657e9fd1dd99c7ffbf96b.Texel 0.253979
20090803/a6c86b560121f66863bec8843e81b55f368884b2.NothingFound rejected 20090803/4819341f05c13ef9faad85b38e9ed3a8292dda70.NothingFound 0.277941
20090803/a6db850221aa27881af2f023bcad0b32644a292e.Danseed rejected 20090803/a6db850221aa27881af2f023bcad0b32644a292e.Danseed 0
20090803/a6e93ee43d08b91bcfbcdd6b79d9f8fc3b2bd4bf.Patched C003-0841 20090803/05c25303fac15bd31d196abdf22d936714f41fa2.Texel 0.612372
20090803/a6ed2104fe2cc1191cb27eb3f8c9e15b8e4e4a83.Downloader rejected 20090803/a6ed2104fe2cc1191cb27eb3f8c9e15b8e4e4a83.Downloader 0
20090803/a7112862689bd0df9dca413c4ed9c32b1f202a8e.Texel C003-0363 20090803/a7112862689bd0df9dca413c4ed9c32b1f202a8e.Texel 0
20090803/a7289148503acb655b16056722ac4781e097a29e.Texel C003-1192 20090803/18e80eec747dc902219a131927ef9866c5f94d6b.Texel 0.000260307
20090803/a730d9bc32906c232033bb718a87e0808ac611f4.Patched C003-0559 20090803/0a725acf93370f2df1f971fc9dffc43aa211538a.Texel 0
20090803/a757024103ca6be5e4b37364c3da441c1f5bfa82.Patched C003-1504 20090803/145582c56c91ce78d7712a70d3211eaf519de395.Texel 0.516398
20090803/a75b710661837f88d8b85301aca37f7559276cb1.Pakes C003-0095 20090802/7f53821d9564a47efcf06ad88e472f9bbe46295e.Pakes 0.480005
20090803/a765c1e28c85e4326f86a3c9b1609585fd2f1aff.Texel C003-1334 20090803/d0668c6bbbe089f8ecf019515295172a1d62dc33.Texel 0.586372
20090803/a76de7dc524edb77b4951784a4a2a3e5d96064d2.Texel C003-1334 20090803/b65733e87cca68ada6a0b63dfc64200ad0522352.Texel 0.337004
20090803/a7989fd6be711ab1ff59b9d73eb007ba3f237974.Patcher rejected 20090803/a7989fd6be711ab1ff59b9d73eb007ba3f237974.Patcher 0.000222121
20090803/a79d6d267c5098f3d04e008dc29c628c7ddd991e.Texel C003-0428 20090802/1e5497cb5f87252a1c7c68010baf457013afea94.Virut 0.380438
20090803/a7a4500a84b23aab404c6bb6625fb78222570af7.Patched C003-1014 20090803/3f2de3205a1c13ca7a75438c0232382028d4298f.Texel 0
20090803/a7c1e64e6fffa76dd2086c85a8662a4b4e559332.Texel C003-0993 20090803/0ae8dcc931e6160ebaebad22d77a3ecb1d5d4657.Texel 0.00021885
20090803/a7c7a0c1f37924257a0f2a6aead0c5fe096e89b8.Patched C003-1183 20090803/1e58bbb127a02d43d1019191f2f3d974fada8423.Texel 0
20090803/a7d314b79d255535852e60657e69cbdb4c7deabe.Texel C003-1395 20090802/bf7785181f4fe9afb8d13e99ed14327702ae0b2e.Virut 0.506437
20090803/a7d697832c618310e3df6877f1eef7adce1973b2.Cinmus rejected 20090802/a823ec8e06b393956f1415a4812cfd8e7f9f824e.Cinmus 0.63476
20090803/a7ecb0707e7f3508eb333a55562da3822fd055e6.Texel C003-1314 20090803/51cb3fdf59d1a841101961a001bcdf666f6acb32.Texel 0.00021885
20090803/a7ff2f386d4dccd4740d8b5c2ff1fa8c75c33293.Texel rejected 20090803/a7ff2f386d4dccd4740d8b5c2ff1fa8c75c33293.Texel 0
20090803/a805c6a2126d9aa98cd8b0d0f61d2498578ff68a.Texel rejected 20090803/2f8e0bf85a1036db81bb51e5c352ee8091fffc1d.Texel 0.365529
20090803/a81e4d310eedae067bcc8ffb45701420af20b144.BHO rejected 20090803/a81e4d310eedae067bcc8ffb45701420af20b144.BHO 0.00021885
20090803/a84459139afa1996079af7b281e6005206e59368.Patched rejected 20090803/a84459139afa1996079af7b281e6005206e59368.Patched 0
20090803/a84f99dd01464e0f177737cc2737565d351e15f3.Texel rejected 20090803/a84f99dd01464e0f177737cc2737565d351e15f3.Texel 0.00021885
20090803/a86bb3cb2a8d38e1e4303c0f598a3de34333ac94.Texel rejected 20090803/66a5cf1a6e868b7319c4b0a52c800a544dc1550c.Texel 0.458832
20090803/a8863e169049ff4ecdf178e09ae0970721d29fe8.Patched C003-0723 20090803/01d6a584ee3134c6cf260b6640f071ed3bbadf01.Texel 0
20090803/a8870e4f1365d1fb1531f7375ccc4c67dfb27655.Patched C003-1345 20090803/046779fc50b035d36e61167324dd889773655a58.Texel 0.458832
20090803/a899ec387e3843abffb7df64ef3201226036096b.Texel rejected 20090803/1cdc198f783a7f17c6ef23828c59cbf81aeff897.Patched 0.328798
20090803/a89b7fa25deb034865866dc547046ff43f141fac.Texel C003-0860 20090803/3e82fee1d179eafb8dfe270971991c9144494388.Texel 0.5
20090803/a89e1db2b9f5d52576bd466d4c823fc113a4f8d2.Texel C003-1111 20090803/1f0dca5b9118d2bfb3b32bc0eb9ee136a9d970d3.Texel 0.447214
20090803/a8e18fd202b6b77f968f083532f9a011d95982d7.Texel C003-1008 20090803/403f418170dc2069b4db4a36728ef795be77fee3.Texel 0
20090803/a90734913e225c666f8ca43cea9f0eb890786e58.Texel C003-0841 20090803/a90734913e225c666f8ca43cea9f0eb890786e58.Texel 0.000260307
20090803/a92197fd8dec6e1f7c4b0b43dd5a48a33b3a9999.Texel C003-1183 20090803/0289fc2c49bffee51e43973d620854e7f73be395.Mixor 0.458966
20090803/a9339d2170a930b3f3b2db16685abda29678c148.FraudPack C003-0870 20090802/3ef666e16f913e52526b909877140cb703e05d27.FraudPack 0.548637
20090803/a93cd7af04c08b680dfe4b6b41c667c6ee573ed5.Texel C003-1370 20090803/226c63e91874aaae2d8c77678d09715a3dfa0fa7.Texel 0.447214
20090803/a95315e0566a08045ec8c5e45486160bf12be808.Patched C003-0898 20090803/94faf428bf2dad03a717a9f76415585a27d6ce11.Texel 0.417029
20090803/a9709d1952730bddff3c96b1efa9887429e31940.Texel rejected 20090802/d7393db7d15fba6057857c8cc5f7904e9aa297d5.NothingFound 0.441726
20090803/a977b86430600b6c754e0af2a7b07315cd418cce.Mixor rejected 20090803/a977b86430600b6c754e0af2a7b07315cd418cce.Mixor 0.000267942
20090803/a9822e29150e6dd33595057e2ce5e78c9812ce80.TDSS C003-0629 20090803/fb17bf3903c2f5dd5b9a73c92fa09e9e4d0a5ef1.TDSS 0.569477
20090803/a99eac2933103fbf279147a80287b13981c63f3b.Texel C003-1314 20090803/0b58f7fc85e5dc5328f95535c69615acc8c7f257.Texel 0.000271531
20090803/a9e80eca26dbd8f3117d2a621f966ca19547ceca.AutoRun C003-0728 20090803/cd36aef0a6d80abb79f53b757e947771782417c3.AutoRun 0.213311
20090803/a9e878103622440c5675e40f627c0a2b37386688.Texel C003-0363 20090803/814f7b4ee99abf183c5ddde72b0634ed1f985149.Texel 0.143265
20090803/a9eb19830c54c7163cbd18b76973c75ace0ec303.Texel C003-1504 20090803/1464172ffd8350cd52ea6703afcbc7897c66ee0b.Texel 0.353553
20090803/aa3f00f61714456088b01e4022141f5afc26f4d2.NothingFound C003-1461 20090803/aa3f00f61714456088b01e4022141f5afc26f4d2.NothingFound 0.000170163
20090803/aa6dd315aab03252c6299e2ade111987554f8a91.Texel C003-1291 20090803/13e589e38478e5701ee940bcdb113e99f7672297.Texel 0.482243
20090803/aa7fff0a5dc68b3d89f92be4ded00af224a13965.Texel C003-0877 20090803/85e78c1ad31485b9ce383f70742a27031f3f38e2.Texel 0.353553
20090803/aa9992b5d57d3578b8be83fbdf6b2a1a6a77cce9.Patched rejected 20090803/9b9cb486d236f1c9d4c0415c7d3cde1eeb2d1747.Texel 0.154241
20090803/aaafd3dd769180ecda6a1d8b108cb84295763fde.Texel rejected 20090803/7ccb86c7a235a69c0f841eeb8c807a20fb8c7db9.Texel 0.632343
20090803/aac4897300bd3cd66b1cd515c8c527301951312c.Texel rejected 20090802/4567f394dcc4458ed8861eb596821e02e5bb67ee.Virut 0.371331
20090803/aacb3a4c783f5a614f3ede50fbcd73ac8dc51837.Patched rejected 20090803/3a4f06ed307611f506164c6f2d2a10ff467e2f7f.Texel 0.571502
20090803/aad3b7ec577ee1a6b99dbcb19f4df942c0e2dda4.Patched C003-0590 20090803/70cfcc962987c629425b75d805f3ad9ed2b709c1.Texel 0.365148
20090803/ab06c8ef3052d86e57c7202e2b2570ac9c4f3e5c.Texel C003-1504 20090803/1464172ffd8350cd52ea6703afcbc7897c66ee0b.Texel 0.5
20090803/ab1b30645113f9c4dd9120185dcb5b6fe945ad7f.Texel rejected 20090802/b9a1f0d3105fcfad0be165e8a1d1ba02b1fd0625.Virut 0.565685
20090803/ab2e0a2cfc35be2a6abacf17162500ba55815ffc.Sality rejected 20090803/56e46b5ca64efc32ba3c7755d0cfb7ecb4949655.Sality 0.546302
20090803/ab34c106fd26a9294a32c979abaa6f2d8f124f62.Patched C003-1370 20090803/1361a4fb096ad0a2dba808e89a1e95ed814eeacb.Texel 0.471405
20090803/ab3672b728e8f14349fda60d01f4260ccf00d836.Texel C003-1370 20090803/9bb6ece01b619e40ca8fa5cf3fb4dc1176f94e65.Texel 0
20090803/ab3983d6a1f86fc80de9960a6ac19209ecdf06c7.Texel C003-1058 20090803/be31eace2e8d866bceb1f5eb72f857e1a96f97bb.Texel 0.39947
20090803/ab4e780589ae8d9cfbca60406e7292068f85b6d6.AutoRun rejected 20090803/ab4e780589ae8d9cfbca60406e7292068f85b6d6.AutoRun 0
20090803/ab5e03b1da2893e9d2fad0ba0bd2824bd93a5ef6.Texel C003-0953 20090803/15160ccc64a8dcacc2295144de36e2e9994e7dac.Texel 0.353553
20090803/ab6b2fd4094050f9fa5fe2495f9cf30ba3557ba7.AutoRun C003-0728 20090803/cd36aef0a6d80abb79f53b757e947771782417c3.AutoRun 0.120324
20090803/ab78569a3422ccacfaf2195fff583125b80f18d1.Patched C003-1190 20090803/026340e18aafbfccd4a4678c5374544b090ca0eb.Texel 0.4
20090803/ab9fff77ad749b4016e10a1270b8fcff0a3242ed.Texel C003-1340 20090803/56ccad12166952e65c3543180686ad4a3ce4cf42.Texel 0.316228
20090803/aba0826ef789bab015c8e3eef5c96f4adac35465.Texel C003-1192 20090803/0d09ef1f1b1463a24d90b72ff321c3131bc70b3e.Texel 0.000260307
20090803/aba4710a89744dbe5ab02bbbb41bdd48decc5eb9.Patched C003-1370 20090803/9bb6ece01b619e40ca8fa5cf3fb4dc1176f94e65.Texel 0.567192
20090803/abb99760810ae53ef75cd58c396ff6a6fe433e5d.Texel rejected 20090803/42906ce18666e59ab675598316d71525eb23e0a9.Patched 0.47136
20090803/abcf6c7555dda6e8520b0763faf7032c1d3516e8.Texel C003-1074 20090803/14287edbaac714c545edd8022ac2ed11bc2ba716.Texel 0.436436
20090803/abd87daa8f3bacdef479e5019f81e05b45c2b0e2.PcClient rejected 20090803/abd87daa8f3bacdef479e5019f81e05b45c2b0e2.PcClient 0
20090803/abf498647e9f5d4d8b769ddcdf4996f4d3d4edcd.Patched C003-1356 20090803/5464b32bd3f860c06cada97995fc4aee7993fd3e.Texel 0.476251
20090803/abf97387832a844c79d0678eda7fa13854255164.Patched C003-0698 20090802/95c778ad03b6148b3cf7213405c22505a7f76218.FraudLoad 0.539198
20090803/ac10272c752e745af16f22ef0205f4ffe19cbf12.Texel rejected 20090803/1a4ee238398781b3101c0cab7c361209b944dfad.Texel 0.356131
20090803/ac3adde941b6feed900ee56fa0c19a1cb8838840.Texel C003-1205 20090803/35f8bbded53fb0823ea77446eca057969e154df1.Texel 0.441925
20090803/ac6e304456e59120e65a19b45fe219304abb4b02.Texel rejected 20090803/184badc53f371e98850afc43f3ac83b33d6230b6.Patched 0.208515
20090803/ac86fe85fccda8602ddfd85f59cd171bcaf1ab58.Magania C003-1311 20090803/ac86fe85fccda8602ddfd85f59cd171bcaf1ab58.Magania 0.000280585
20090803/ac93c62b45664eb0c83b3e7ed40c728cd2569c2b.Texel rejected 20090803/81d8694223189f9d0733858b6f62ed6424604376.Polip 0.178312
20090803/ac952d4d4903bd02864c29ba6b2bc11ff5a2b8ec.Texel rejected 20090803/2b3f345a053c2ebeecc6ed001f2f1c276676f004.Texel 0.000250284
20090803/ac9594ae9f0b3304defd3c6e6c65fcedb2d33bd6.NothingFound C003-0723 20090803/01d6a584ee3134c6cf260b6640f071ed3bbadf01.Texel 0.4
20090803/ac9f3aee27604c89636d2a01b407cddd69c980d9.Texel C003-0001 20090803/00030d8c27de2dc86a9b2a95f0a3b0a3220d2bc3.Texel 0.333333
20090803/acb918fca5dab529db1810b1403cbda91bda0895.NothingFound rejected 20090803/acb918fca5dab529db1810b1403cbda91bda0895.NothingFound 0.000306809
20090803/acba868f40b21dc3429913aed7a467c6b04d087a.Hupigon rejected 20090803/acba868f40b21dc3429913aed7a467c6b04d087a.Hupigon 0
20090803/ace5da23953dfc69e73c785f1cf2649e933e7353.TDSS C003-0629 20090803/fb17bf3903c2f5dd5b9a73c92fa09e9e4d0a5ef1.TDSS 0.529387
20090803/ad0e12cb4e929c9739aff81493f92d5cf55bfa69.Texel rejected 20090803/0ec5c2a6f92deed1301e42af497667878941c335.Agent 0.237626
20090803/ad15d6ee7d2385d61de1520b8b60544be62873f4.Texel C003-1314 20090803/0f6d67b2b0992888cd0708acd64346e3701259b5.Patched 0.458832
20090803/ad2b2df61df73b345fe268eed27af9d414221d0a.AutoRun C003-0728 20090803/cd36aef0a6d80abb79f53b757e947771782417c3.AutoRun 0.213311
20090803/ad32d844a693d38282512ebc78cb05698fcb6455.Texel C003-1254 20090803/1b437f669e37a53678290909078a166d60210d59.Texel 0
20090803/ad40514df7855d0b65545025c13e3a61b510f6a8.Texel rejected 20090803/2107236b5c78a707c322bf8168cef907f7a2edfc.Texel 0
20090803/ad5ef036d736b80b5fd96fba35be0836723fd7b8.Texel C003-0578 20090803/cbda2eab3b5769f4caa16ea53f0e4b63694f2eda.Texel 0.370117
20090803/ad91ef1c65b1121e312f36e28e0e11321f91831d.Patched C003-0993 20090803/0ae8dcc931e6160ebaebad22d77a3ecb1d5d4657.Texel 0.00021885
20090803/ad94da727d75ae4dbfe6b189752d3c5e82041897.Texel rejected 20090803/18df844426bd82e530fa6f9df29446f4aed8645e.Texel 0.480384
